"Ano","Mês","Município","Código Seção","Descrição Seção","Valor US$ FOB"
"
2022","04. Abril","
Campinas - SP","
VIII","
Peles, couros, peles com pelo e obras destas matérias, Artigos de correeiro ou de seleiro, Artigos de viagem, bolsas e artefatos semelhantes, Obras de tripa","20204"
"
2022","04. Abril","
Campinas - SP","
X","
Pastas de madeira ou de outras matérias fibrosas celulósicas, Papel ou cartão para reciclar (desperdícios e aparas), Papel e suas obras","66239"
"
2022","04. Abril","
Campinas - SP","
XI","
Matérias têxteis e suas obras","1962361"
"
2022","04. Abril","
Campinas - SP","
XII","
Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes, Penas preparadas e suas obras, Flores artificiais, Obras de cabelo","359"
"
2022","04. Abril","
Campinas - SP","
XIII","
Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes, Produtos cerâmicos, Vidro e suas obras","117529"
"
2022","04. Abril","
Campinas - SP","
XIV","
Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos, e suas obras, Bijuteria, Moedas","2499"
"
2022","04. Abril","
Campinas - SP","
XV","
Metais comuns e suas obras","2190750"
"
2022","04. Abril","
Campinas - SP","
XVI","
Máquinas e aparelhos, material elétrico e suas partes, Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios","35548493"
"
2022","04. Abril","
Campinas - SP","
XVII","
Material de transporte","5016333"
"
2022","04. Abril","
Campinas - SP","
XVIII","
Instrumentos e aparelhos de ótica, fotografia ou cinematografia, medida, controle ou de precisão, Instrumentos e aparelhos médico-cirúrgicos, Relógios e aparelhos semelhantes, Instrumentos musicais, Suas partes e acessórios","1305095"
"
2022","04. Abril","
Campinas - SP","
XX","
Mercadorias e produtos diversos","62796"
"
2022","03. Março","
Campinas - SP","
I","
Animais vivos e produtos do reino animal","167511"
"
2022","03. Março","
Campinas - SP","
II","
Produtos do reino vegetal","828024"
"
2022","03. Março","
Campinas - SP","
III","
Gorduras e óleos animais ou vegetais, Produtos da sua dossociação, Gorduras alimentares elaboradas, Ceras de origem animal ou vegetal","484297"
"
2022","03. Março","
Campinas - SP","
IV","
Produtos das indútrias alimentares, Bebidas, líquidos alcoólicos e vinagres, Tabaco e seus sucedâneos manufaturados","2034771"
"
2022","03. Março","
Campinas - SP","
IX","
Madeira, carvão vegetal e obras de madeira, Cortiça e suas obras, Obras de espartaria ou de cestaria","2930"
"
2022","03. Março","
Campinas - SP","
V","
Produtos minerais","9714387"
"
2022","03. Março","
Campinas - SP","
VI","
Produtos das indústrias químicas ou indústrias conexas","10236359"
"
2022","03. Março","
Campinas - SP","
VII","
Plásticos e suas obras, Borracha e suas obras","6437646"
"
2022","03. Março","
Campinas - SP","
VIII","
Peles, couros, peles com pelo e obras destas matérias, Artigos de correeiro ou de seleiro, Artigos de viagem, bolsas e artefatos semelhantes, Obras de tripa","19060"
"
2022","03. Março","
Campinas - SP","
X","
Pastas de madeira ou de outras matérias fibrosas celulósicas, Papel ou cartão para reciclar (desperdícios e aparas), Papel e suas obras","47058"
"
2022","03. Março","
Campinas - SP","
XI","
Matérias têxteis e suas obras","1031149"
"
2022","03. Março","
Campinas - SP","
XIII","
Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes, Produtos cerâmicos, Vidro e suas obras","196630"
"
2022","03. Março","
Campinas - SP","
XIV","
Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos, e suas obras, Bijuteria, Moedas","509"
"
2022","03. Março","
Campinas - SP","
XV","
Metais comuns e suas obras","3201932"
"
2022","03. Março","
Campinas - SP","
XVI","
Máquinas e aparelhos, material elétrico e suas partes, Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios","37042400"
"
2022","03. Março","
Campinas - SP","
XVII","
Material de transporte","3502060"
"
2022","03. Março","
Campinas - SP","
XVIII","
Instrumentos e aparelhos de ótica, fotografia ou cinematografia, medida, controle ou de precisão, Instrumentos e aparelhos médico-cirúrgicos, Relógios e aparelhos semelhantes, Instrumentos musicais, Suas partes e acessórios","1171324"
"
2022","03. Março","
Campinas - SP","
XX","
Mercadorias e produtos diversos","54745"
"
2022","02. Fevereiro","
Campinas - SP","
I","
Animais vivos e produtos do reino animal","5479"
"
2022","02. Fevereiro","
Campinas - SP","
II","
Produtos do reino vegetal","862366"
"
2022","02. Fevereiro","
Campinas - SP","
III","
Gorduras e óleos animais ou vegetais, Produtos da sua dossociação, Gorduras alimentares elaboradas, Ceras de origem animal ou vegetal","1668726"
"
2022","02. Fevereiro","
Campinas - SP","
IV","
Produtos das indútrias alimentares, Bebidas, líquidos alcoólicos e vinagres, Tabaco e seus sucedâneos manufaturados","1641530"
"
2022","02. Fevereiro","
Campinas - SP","
IX","
Madeira, carvão vegetal e obras de madeira, Cortiça e suas obras, Obras de espartaria ou de cestaria","6598"
"
2022","02. Fevereiro","
Campinas - SP","
V","
Produtos minerais","6675285"
"
2022","02. Fevereiro","
Campinas - SP","
VI","
Produtos das indústrias químicas ou indústrias conexas","10642934"
"
2022","02. Fevereiro","
Campinas - SP","
VII","
Plásticos e suas obras, Borracha e suas obras","5972892"
"
2022","02. Fevereiro","
Campinas - SP","
VIII","
Peles, couros, peles com pelo e obras destas matérias, Artigos de correeiro ou de seleiro, Artigos de viagem, bolsas e artefatos semelhantes, Obras de tripa","50033"
"
2022","02. Fevereiro","
Campinas - SP","
X","
Pastas de madeira ou de outras matérias fibrosas celulósicas, Papel ou cartão para reciclar (desperdícios e aparas), Papel e suas obras","23741"
"
2022","02. Fevereiro","
Campinas - SP","
XI","
Matérias têxteis e suas obras","996383"
"
2022","02. Fevereiro","
Campinas - SP","
XII","
Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes, Penas preparadas e suas obras, Flores artificiais, Obras de cabelo","589"
"
2022","02. Fevereiro","
Campinas - SP","
XIII","
Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes, Produtos cerâmicos, Vidro e suas obras","77853"
"
2022","02. Fevereiro","
Campinas - SP","
XIV","
Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos, e suas obras, Bijuteria, Moedas","1287"
"
2022","02. Fevereiro","
Campinas - SP","
XV","
Metais comuns e suas obras","2571537"
"
2022","02. Fevereiro","
Campinas - SP","
XVI","
Máquinas e aparelhos, material elétrico e suas partes, Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios","31480627"
"
2022","02. Fevereiro","
Campinas - SP","
XVII","
Material de transporte","2718292"
"
2022","02. Fevereiro","
Campinas - SP","
XVIII","
Instrumentos e aparelhos de ótica, fotografia ou cinematografia, medida, controle ou de precisão, Instrumentos e aparelhos médico-cirúrgicos, Relógios e aparelhos semelhantes, Instrumentos musicais, Suas partes e acessórios","2108678"
"
2022","02. Fevereiro","
Campinas - SP","
XX","
Mercadorias e produtos diversos","306355"
"
2022","01. Janeiro","
Campinas - SP","
I","
Animais vivos e produtos do reino animal","8871"
"
2022","01. Janeiro","
Campinas - SP","
II","
Produtos do reino vegetal","537315"
"
2022","01. Janeiro","
Campinas - SP","
III","
Gorduras e óleos animais ou vegetais, Produtos da sua dossociação, Gorduras alimentares elaboradas, Ceras de origem animal ou vegetal","1918146"
"
2022","01. Janeiro","
Campinas - SP","
IV","
Produtos das indútrias alimentares, Bebidas, líquidos alcoólicos e vinagres, Tabaco e seus sucedâneos manufaturados","2158358"
"
2022","01. Janeiro","
Campinas - SP","
IX","
Madeira, carvão vegetal e obras de madeira, Cortiça e suas obras, Obras de espartaria ou de cestaria","1901"
"
2022","01. Janeiro","
Campinas - SP","
V","
Produtos minerais","6220616"
"
2022","01. Janeiro","
Campinas - SP","
VI","
Produtos das indústrias químicas ou indústrias conexas","8710925"
"
2022","01. Janeiro","
Campinas - SP","
VII","
Plásticos e suas obras, Borracha e suas obras","5867631"
"
2022","01. Janeiro","
Campinas - SP","
VIII","
Peles, couros, peles com pelo e obras destas matérias, Artigos de correeiro ou de seleiro, Artigos de viagem, bolsas e artefatos semelhantes, Obras de tripa","28403"
"
2022","01. Janeiro","
Campinas - SP","
X","
Pastas de madeira ou de outras matérias fibrosas celulósicas, Papel ou cartão para reciclar (desperdícios e aparas), Papel e suas obras","31592"
"
2022","01. Janeiro","
Campinas - SP","
XI","
Matérias têxteis e suas obras","1646693"
"
2022","01. Janeiro","
Campinas - SP","
XII","
Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes, Penas preparadas e suas obras, Flores artificiais, Obras de cabelo","1774"
"
2022","01. Janeiro","
Campinas - SP","
XIII","
Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes, Produtos cerâmicos, Vidro e suas obras","87372"
"
2022","01. Janeiro","
Campinas - SP","
XIV","
Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos, e suas obras, Bijuteria, Moedas","310"
"
2022","01. Janeiro","
Campinas - SP","
XV","
Metais comuns e suas obras","2403685"
"
2022","01. Janeiro","
Campinas - SP","
XVI","
Máquinas e aparelhos, material elétrico e suas partes, Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios","19514141"
"
2022","01. Janeiro","
Campinas - SP","
XVII","
Material de transporte","2654508"
"
2022","01. Janeiro","
Campinas - SP","
XVIII","
Instrumentos e aparelhos de ótica, fotografia ou cinematografia, medida, controle ou de precisão, Instrumentos e aparelhos médico-cirúrgicos, Relógios e aparelhos semelhantes, Instrumentos musicais, Suas partes e acessórios","1230665"
"
2022","01. Janeiro","
Campinas - SP","
XX","
Mercadorias e produtos diversos","34036"
